,titleId,title,region,titleType,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre1,genre2,genre3
2670157,tt2245151,Supremacy,US,movie,Supremacy,2014,110,5.7,4606,Drama,Thriller,
2670179,tt2245171,The Cut,US,movie,The Cut,2014,138,5.9,7523,Adventure,Drama,Fantasy
2670203,tt2245195,The History of Future Folk,US,movie,The History of Future Folk,2012,86,7.1,3077,Comedy,Music,Sci-Fi
2670226,tt2245223,The Source Family,US,movie,The Source Family,2012,98,6.9,1252,Documentary,Music,
2670677,tt2246565,An Honest Liar,US,movie,An Honest Liar,2014,90,7.5,9816,Biography,Comedy,Documentary
2670712,tt2246595,Blood Money,US,movie,Blood Money,2012,109,5.0,1516,Action,Crime,Drama
2670922,tt2246887,Back in the Day,US,movie,Back in the Day,2014,94,5.1,1767,Comedy,,
2670965,tt2246924,Tricked,US,movie,Tricked: The Documentary,2013,73,6.0,1507,Crime,Documentary,
2671004,tt2246953,Rent-a-Cat,US,movie,Rentaneko,2012,110,6.9,1740,Comedy,Drama,
2671237,tt2247476,When the Game Stands Tall,US,movie,When the Game Stands Tall,2014,115,6.7,15830,Biography,Drama,Family
2671269,tt2247692,2016: Obama's America,US,movie,2016: Obama's America,2012,87,5.0,10657,Documentary,,
2671601,tt2248739,Departure,US,movie,Departure,2015,109,6.7,2311,Drama,Romance,
2671754,tt2248944,2 + 2,US,movie,2 + 2,2012,103,6.3,2215,Comedy,Drama,Romance
2671881,tt2249081,The Forgiven,US,movie,The Forgiven,2017,115,5.9,2284,Thriller,,
2671994,tt2249221,Zulu,US,movie,Zulu,2013,110,6.7,18389,Crime,Drama,Thriller
2672107,tt2249542,Sonja and the Bull,US,movie,Sonja i bik,2012,103,6.9,2207,Comedy,Romance,
2672217,tt2249712,Araf/Somewhere in Between,US,movie,Araf,2012,124,6.2,1679,Drama,,
2672473,tt2250234,Dragon Lore: Curse of the Shadow,US,movie,SAGA - Curse of the Shadow,2013,111,5.0,3454,Action,Adventure,Fantasy
2672495,tt2250282,Tulpa: Demon of Desire,US,movie,Tulpa - Perdizioni mortali,2012,84,4.7,1135,Horror,Thriller,
2672637,tt2250912,Spider-Man: Homecoming,US,movie,Spider-Man: Homecoming,2017,133,7.4,561890,Action,Adventure,Sci-Fi
2672799,tt2251281,Dark Was the Night,US,movie,Dark Was the Night,2014,99,5.6,9797,Drama,Horror,Thriller
2673047,tt2251828,Territoriya,US,movie,Territoriya,2015,157,6.4,1066,Adventure,Drama,
2673229,tt2252552,Gutshot Straight,US,movie,Gutshot Straight,2014,85,3.7,1612,Action,Crime,Thriller
2673296,tt2252680,Family United,US,movie,La gran familia española,2013,95,6.2,4397,Comedy,Drama,
2673469,tt2253742,Soar Into the Sun,US,movie,Al-too-bi: Riteon too beiseu,2012,113,6.0,1644,Action,Drama,Romance
2673524,tt2253939,Camille Rewinds,US,movie,Camille redouble,2012,115,6.3,2704,Comedy,Drama,Romance
2674266,tt2255934,Aiyyaa,US,movie,Aiyyaa,2012,152,4.4,1833,Comedy,Romance,
2674591,tt2256749,Metal Brothers,US,movie,Mammas pojkar,2012,100,4.6,1916,Comedy,,
2674833,tt2257436,Hate Crime,US,movie,Hate Crime,2012,73,4.6,1021,Action,Horror,Thriller
2674988,tt2258233,Sellebrity,US,movie,$ellebrity,2012,89,5.5,1060,Documentary,,
2675037,tt2258281,Beyond the Hills,US,movie,Dupa dealuri,2012,152,7.5,12075,Drama,,
2675055,tt2258285,Enemy Way,US,movie,Two Men in Town,2014,120,5.7,2141,Drama,,
2675102,tt2258337,Makkhi,US,movie,Eega,2012,145,7.7,22693,Action,Comedy,Fantasy
2675137,tt2258345,Fading Gigolo,US,movie,Fading Gigolo,2013,90,6.2,24191,Comedy,Romance,
2675353,tt2258858,Wadjda,US,movie,Wadjda,2012,98,7.5,19865,Comedy,Drama,
2675545,tt2259360,Caught in the Web,US,movie,Sou suo,2012,117,6.4,1016,Drama,,
2675727,tt2260254,The Other Side of the Mirror,US,movie,The Other Side of the Mirror,2016,102,2.3,1353,Drama,Fantasy,History
2675844,tt2260850,4 Moons,US,movie,Cuatro lunas,2014,110,7.4,4241,Drama,Romance,
2676002,tt2261287,Leap!,US,movie,Ballerina,2016,89,6.8,21332,Adventure,Animation,Comedy
2676062,tt2261331,Black Sea,US,movie,Black Sea,2014,114,6.4,36904,Adventure,Drama,Thriller
2676176,tt2261434,A Five Star Life,US,movie,Viaggio sola,2013,85,6.3,2496,Drama,Romance,
2676318,tt2261749,The Gilded Cage,US,movie,La cage dorée,2013,90,7.2,10033,Comedy,Drama,
2676549,tt2262161,Sunset Song,US,movie,Sunset Song,2015,135,6.4,3596,Drama,,
2676568,tt2262175,Svengali,US,movie,Svengali,2013,93,5.7,1087,Comedy,Music,
2676619,tt2262227,The Day of the Dead,US,movie,The Book of Life,2014,95,7.3,68105,Adventure,Animation,Comedy
2676677,tt2262270,Spud 2: The Madness Continues,US,movie,Spud 2: The Madness Continues,2013,91,6.3,1157,Comedy,,
2676727,tt2262315,The Good Neighbor,US,movie,The Good Neighbor,2016,98,6.3,16719,Crime,Drama,Horror
2676786,tt2262345,Long Way North,US,movie,Tout en haut du monde,2015,81,7.3,3194,Adventure,Animation,Drama
2677026,tt2263058,More Than Honey,US,movie,More Than Honey,2012,95,7.6,4125,Documentary,,
2677177,tt2263814,The Maid's Room,US,movie,The Maid's Room,2013,98,4.5,1262,Thriller,,
2677277,tt2263944,Dragon Ball Z: Battle of Gods,US,movie,Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,85,7.2,27291,Action,Adventure,Animation
2677475,tt2265171,The Raid 2,US,movie,Serbuan maut 2: Berandal,2014,150,8.0,119139,Action,Crime,Thriller
2677500,tt2265179,Blood Brother,US,movie,Blood Brother,2013,92,8.3,1636,Documentary,,
2677637,tt2265398,Drinking Buddies,US,movie,Drinking Buddies,2013,90,6.1,57340,Comedy,Drama,Romance
2677737,tt2265534,The Lifeguard,US,movie,The Lifeguard,2013,98,5.6,14488,Drama,Romance,
2678161,tt2266938,Vulgaria,US,movie,Dai juk hei kek,2012,93,6.3,1437,Comedy,,
2678388,tt2267968,Kung Fu Panda 3,US,movie,Kung Fu Panda 3,2016,95,7.1,145631,Action,Adventure,Animation
2678437,tt2267998,Gone Girl,US,movie,Gone Girl,2014,149,8.1,916791,Drama,Mystery,Thriller
2678455,tt2268016,Magic Mike XXL,US,movie,Magic Mike XXL,2015,115,5.6,54385,Comedy,Drama,Music
2678491,tt2268018,Neron,US,movie,Neron,2016,100,3.5,1793,Action,Drama,Horror
2678576,tt2268433,End of a Gun,US,movie,End of a Gun,2016,96,3.8,1798,Action,Crime,Thriller
2678596,tt2268458,These Final Hours,US,movie,These Final Hours,2013,87,6.7,17045,Drama,Sci-Fi,Thriller
2678680,tt2268573,Stranded,US,movie,Stranded,2013,84,3.5,4059,Horror,Sci-Fi,
2678774,tt2268732,Museum Hours,US,movie,Museum Hours,2012,107,6.9,2089,Drama,,
2679440,tt2271563,Forsaken,US,movie,Forsaken,2015,90,6.3,11170,Action,Drama,Western
2679644,tt2272336,Ghost Team One,US,movie,Ghost Team One,2013,84,4.3,2312,Comedy,Horror,
2679665,tt2272350,The Battery,US,movie,The Battery,2012,101,6.4,9133,Adventure,Drama,Horror
2679799,tt2272918,Racing Hearts,US,movie,Flying Home,2014,95,6.1,4844,Drama,Romance,
2680111,tt2273657,True Story,US,movie,True Story,2015,99,6.3,66478,Biography,Crime,Drama
2680346,tt2274570,Bad Milo,US,movie,Bad Milo!,2013,85,5.7,7204,Comedy,Horror,
2680362,tt2274604,Eat with Me,US,movie,Eat with Me,2014,95,6.9,1292,Comedy,Drama,Romance
2680402,tt2274648,Hellboy,US,movie,Hellboy,2019,120,5.2,84785,Action,Adventure,Fantasy
2680575,tt2275471,Dial 9 for Love,US,movie,A Perfect Man,2013,95,5.2,2050,Drama,Romance,
2680727,tt2275743,"Berlin, I Love You",US,movie,"Berlin, I Love You",2019,120,4.6,2976,Drama,Romance,
2680775,tt2275794,Girl... In Your Love,US,movie,Gori Tere Pyaar Mein!,2013,150,4.9,3725,Comedy,Drama,Romance
2680786,tt2275802,The Revolution Has Begun,US,movie,Satyagraha,2013,152,5.9,5060,Drama,,
2680792,tt2275813,Vegetarian Cannibal,US,movie,Ljudozder vegetarijanac,2012,85,7.2,2519,Crime,Drama,
2680864,tt2275946,Redirected,US,movie,Redirected,2014,99,6.6,33777,Action,Comedy,Crime
2681008,tt2276095,The Dandelions,US,movie,Du vent dans mes mollets,2012,89,6.8,1007,Comedy,Drama,
2681161,tt2277106,The Man Who Saved the World,US,movie,The Man Who Saved the World,2014,110,7.6,2196,Biography,Documentary,Drama
2681230,tt2277860,Finding Nemo 2,US,movie,Finding Dory,2016,97,7.3,256733,Adventure,Animation,Comedy
2681430,tt2278388,The Grand Budapest Hotel,US,movie,The Grand Budapest Hotel,2014,99,8.1,752102,Adventure,Comedy,Crime
2681437,tt2278392,American Dreams in China,US,movie,Zhong Guo he huo ren,2013,112,7.0,2343,Drama,,
2681567,tt2278870,Beyond the Edge,US,movie,ISRA 88,2016,119,3.8,1610,Adventure,Drama,Mystery
2681578,tt2278871,Blue Is the Warmest Colour,US,movie,La vie d'Adèle,2013,180,7.7,145443,Drama,Romance,
2681884,tt2279339,Let It Snow,US,movie,Love the Coopers,2015,107,5.8,22779,Comedy,Fantasy,Romance
2681966,tt2279373,The SpongeBob Movie: Sponge Out of Water,US,movie,The SpongeBob Movie: Sponge Out of Water,2015,92,6.0,52652,Adventure,Animation,Comedy
2682122,tt2279922,Return to the Class of Nuke 'Em High,US,movie,Return to Nuke 'Em High Volume 1,2013,85,5.5,2071,Action,Comedy,Drama
2682275,tt2280964,Real,US,movie,Riaru: Kanzen naru kubinagaryû no hi,2013,127,5.7,1047,Drama,Sci-Fi,
2682306,tt2281065,21 Ways to Ruin a Marriage,US,movie,21 tapaa pilata avioliitto,2013,89,6.2,1932,Comedy,,
2682341,tt2281099,Prince of the Seas,US,movie,Amir El Behar,2009,\N,5.3,1097,Adventure,Comedy,Romance
2682368,tt2281159,Contracted,US,movie,Contracted,2013,84,5.3,14893,Drama,Horror,Thriller
2682462,tt2281309,The Liar and His Lover,US,movie,Kanojo wa uso o aishisugiteiru,2013,117,6.7,1287,Romance,,
2682483,tt2281345,A Magnificent Haunting,US,movie,Magnifica presenza,2012,105,6.6,5105,Comedy,Drama,Fantasy
2682658,tt2281587,The Muppet Movie 8,US,movie,Muppets Most Wanted,2014,107,6.4,33395,Adventure,Comedy,Crime
2682777,tt2282016,The Possession of Michael King,US,movie,The Possession of Michael King,2014,83,5.7,12226,Horror,,
2682985,tt2282849,Porn in the Hood,US,movie,Les Kaïra,2012,95,5.3,1543,Comedy,,
2683045,tt2283017,The Land of Hope,US,movie,Kibô no kuni,2012,133,6.5,1168,Drama,Sci-Fi,
2683109,tt2283336,Men in Black 4,US,movie,Men in Black: International,2019,114,5.6,124450,Action,Adventure,Comedy
2683158,tt2283362,Jumanji: Welcome to the Jungle,US,movie,Jumanji: Welcome to the Jungle,2017,119,6.9,348222,Action,Adventure,Comedy
2683228,tt2283748,OMG,US,movie,OMG: Oh My God!,2012,125,8.1,55573,Comedy,Drama,Fantasy
2683722,tt2286990,Sex and Sunsets,US,movie,The Right Kind of Wrong,2013,97,6.1,9536,Comedy,Romance,
2683796,tt2287170,Man from Reno,US,movie,Man from Reno,2014,111,6.7,1865,Crime,Drama,Mystery
2683836,tt2287214,Dracula: The Dark Prince,US,movie,Dracula: The Dark Prince,2013,100,3.8,1705,Action,Fantasy,
2683997,tt2287715,Ego,US,movie,Ego,2013,105,6.2,3381,Comedy,Drama,Romance
2684139,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,US,movie,Sammy's avonturen 2,2012,92,5.6,2220,Adventure,Animation,Family
2684262,tt2288121,That still Karlosson!,US,movie,Tot eshchyo Karloson!,2012,80,4.2,3535,Comedy,Drama,
2684540,tt2289538,On My Way,US,movie,Elle s'en va,2013,116,6.4,2332,Comedy,Drama,
2684648,tt2290065,100 Bloody Acres,US,movie,100 Bloody Acres,2012,91,6.0,4019,Comedy,Horror,
2684729,tt2290151,Big Star: Nothing Can Hurt Me,US,movie,Big Star: Nothing Can Hurt Me,2012,113,7.1,1296,Documentary,Music,
2684833,tt2290397,Alaska,US,movie,Alaska,2015,125,6.6,2053,Drama,Romance,
2684981,tt2290553,Northmen,US,movie,Northmen - A Viking Saga,2014,97,5.4,9692,Action,Drama,History
2685007,tt2290567,Once Upon a Time in Shanghai,US,movie,E zhan,2014,96,6.8,1963,Action,Crime,
2685099,tt2290709,The Appearing,US,movie,The Appearing,2014,92,3.0,1438,Horror,Mystery,Thriller
2685112,tt2290739,Where the Devil Hides,US,movie,Where the Devil Hides,2014,86,5.0,3842,Horror,Thriller,
2685164,tt2290789,Every Blessed Day,US,movie,Tutti i santi giorni,2012,102,6.7,1786,Comedy,Drama,Romance
2685183,tt2290828,Road to Ninja - Naruto the Movie,US,movie,Road to Ninja: Naruto the Movie,2012,109,7.7,6608,Action,Adventure,Animation
2685221,tt2290840,Masquerade,US,movie,"Gwang-hae, wang-i doin nam-ja",2012,131,7.8,6483,Drama,History,
2685598,tt2291284,Subterranea,US,movie,Subterranea,2015,99,4.0,1252,Drama,Mystery,
2685628,tt2291540,My Friend Dahmer,US,movie,My Friend Dahmer,2017,107,6.2,18235,Biography,Drama,Horror
2685857,tt2292182,Shark Assault,US,movie,Shark Week,2012,89,2.5,1324,Action,Adventure,Horror
2685961,tt2292625,Chakravyuh,US,movie,Chakravyuh,2012,152,6.8,3180,Action,Drama,Thriller
2686147,tt2292955,The Billionaire,US,movie,Top Secret: Wai roon pun lan,2011,131,7.7,1926,Biography,Drama,
2686168,tt2292959,The Canyons,US,movie,The Canyons,2013,99,3.8,11199,Drama,Thriller,
2686248,tt2293060,Americons,US,movie,Americons,2015,89,5.1,1321,Action,Biography,Crime
2686373,tt2293640,Minions,US,movie,Minions,2015,91,6.4,222887,Adventure,Animation,Comedy
2686436,tt2293750,Scorned,US,movie,Scorned,2013,86,4.7,2253,Thriller,,
2686612,tt2294449,21 Jump Street 2,US,movie,22 Jump Street,2014,112,7.0,359993,Action,Comedy,Crime
2686665,tt2294473,Lesson of the Evil,US,movie,Aku no kyôten,2012,129,6.6,5942,Horror,Thriller,
2686753,tt2294629,Frozen,US,movie,Frozen,2013,102,7.4,594981,Adventure,Animation,Comedy
2686824,tt2294677,In a World...,US,movie,In a World...,2013,93,6.7,31636,Comedy,,
2686875,tt2294729,Mansome,US,movie,Mansome,2012,82,5.4,2894,Documentary,,
2687059,tt2294965,Zero Charisma,US,movie,Zero Charisma,2013,86,6.3,2654,Comedy,Drama,
2687092,tt2295196,Hunting Elephants,US,movie,Hunting Elephants,2013,107,6.4,1062,Comedy,Crime,Drama
2687122,tt2295564,McCanick,US,movie,McCanick,2013,96,4.7,1605,Crime,Drama,Mystery
2687163,tt2295722,Falcon Rising,US,movie,Falcon Rising,2014,103,5.8,8413,Action,Adventure,Crime
2687184,tt2295750,It Happened in Saint-Tropez,US,movie,Des gens qui s'embrassent,2013,100,5.5,1038,Comedy,Romance,
2687342,tt2296404,Tai Chi 2: The Hero Rises,US,movie,Tai ji 2: Ying xiong jue qi,2012,100,6.2,3462,Action,Adventure,
2687463,tt2296697,Concussion,US,movie,Concussion,2013,96,5.7,6198,Drama,,
2687473,tt2296709,Head Over Heels 2,US,movie,De Pernas pro Ar 2,2012,115,5.8,1282,Comedy,Romance,
2687489,tt2296747,Come What May,US,movie,"En mai, fais ce qu'il te plaît",2015,114,6.7,1052,Drama,War,
2687516,tt2296777,Sherlock Gnomes,US,movie,Sherlock Gnomes,2018,86,5.2,11678,Adventure,Animation,Comedy
2687640,tt2296909,Pink Floyd: The Story of Wish You Were Here,US,movie,Pink Floyd: The Story of Wish You Were Here,2012,85,8.0,1667,Documentary,Music,
2687684,tt2297031,TimeScapes,US,movie,TimeScapes,2012,52,7.8,1190,Documentary,,
2687700,tt2297063,Whitewash,US,movie,Whitewash,2013,90,5.8,1691,Drama,Thriller,
2687717,tt2297108,100 Ghost Street: The Return of Richard Speck,US,movie,100 Ghost Street: The Return of Richard Speck,2012,84,3.8,1095,Horror,Mystery,Thriller
2687737,tt2297164,Doomsday Book,US,movie,In-lyu-myeol-mang-bo-go-seo,2012,115,5.9,3331,Comedy,Drama,Fantasy
2687948,tt2298224,Holy Ghost People,US,movie,Holy Ghost People,2013,88,5.1,1065,Drama,Thriller,
2688079,tt2298384,Love is in the Air,US,movie,Amour & turbulences,2013,96,6.3,4842,Comedy,Romance,
2688104,tt2298394,Free the Nipple,US,movie,Free the Nipple,2014,78,3.9,1746,Comedy,Drama,
2688110,tt2298416,The Staple of News,US,movie,Suzanne,2013,94,6.7,1683,Drama,,
2688380,tt2299206,Blood Glacier,US,movie,Blutgletscher,2013,98,5.4,3640,Horror,Mystery,Sci-Fi
2688564,tt2299842,Pieta,US,movie,Pieta,2012,103,7.2,14128,Crime,Drama,Thriller
2688845,tt2300975,Jessabelle,US,movie,Jessabelle,2014,90,5.4,23774,Drama,Horror,Mystery
2688979,tt2301147,Sex After Kids,US,movie,Sex After Kids,2013,105,5.5,1188,Comedy,,
2688991,tt2301155,Shootout at Wadala,US,movie,Shootout at Wadala,2013,155,5.9,6679,Action,Biography,Crime
2689222,tt2301592,The Dance of Reality,US,movie,La Danza de la Realidad,2013,133,7.5,8573,Biography,Drama,Fantasy
2689285,tt2301900,Puppet Master: Axis Rising,US,movie,Puppet Master X: Axis Rising,2012,86,4.0,1158,Action,Comedy,Fantasy
2689525,tt2302755,White House Taken,US,movie,Olympus Has Fallen,2013,119,6.5,267046,Action,Thriller,
2689647,tt2302966,I,US,movie,I,2015,188,7.4,20173,Action,Drama,Romance
2689696,tt2303110,Rise of the Dinosaurs,US,movie,Jurassic Attack,2013,83,2.4,1280,Action,Adventure,Comedy
2689947,tt2304426,The Selfish Giant,US,movie,The Selfish Giant,2013,91,7.3,11989,Drama,,
2689986,tt2304459,23 Blast: Blind Faith,US,movie,23 Blast,2014,98,6.5,1910,Drama,Family,Sport
2690213,tt2304771,Mandela: Long Walk to Freedom,US,movie,Mandela: Long Walk to Freedom,2013,141,7.1,27393,Biography,Drama,History
2690308,tt2304915,The Green Prince,US,movie,The Green Prince,2014,101,7.2,2659,Biography,Documentary,
2690334,tt2304933,The 5th Wave,US,movie,The 5th Wave,2016,112,5.2,105165,Action,Adventure,Sci-Fi
2690383,tt2304953,The Good Samaritan,US,movie,Reasonable Doubt,2014,91,5.7,19497,Crime,Drama,Thriller
2690474,tt2305051,Wild,US,movie,Wild,2014,115,7.1,125438,Adventure,Biography,Drama
2690853,tt2306745,Sound City,US,movie,Sound City,2013,107,7.8,12660,Documentary,Music,
2690885,tt2306783,The Falls,US,movie,The Falls,2012,91,6.7,2395,Drama,Romance,
2690890,tt2306786,Chupacabra Territory,US,movie,Chupacabra Territory,2016,94,4.8,1662,Horror,,
2690950,tt2306836,Taeter City: City of Cannibals,US,movie,Taeter City,2012,72,5.0,1093,Action,Horror,Sci-Fi
2690997,tt2307002,One Eyed Girl,US,movie,One Eyed Girl,2013,102,6.2,2468,Drama,Thriller,
2691214,tt2308260,A Night in Old Mexico,US,movie,A Night in Old Mexico,2013,103,5.7,3609,Adventure,Drama,Western
2691371,tt2308725,Helpless,US,movie,Hoa-cha,2012,117,6.7,2036,Drama,Mystery,Thriller
2691424,tt2308773,Born to Hate... Destined to Love,US,movie,Ishaqzaade,2012,120,6.5,7454,Action,Drama,Romance
2691597,tt2309021,We Are What We Are,US,movie,We Are What We Are,2013,105,5.9,20751,Drama,Horror,Thriller
2691718,tt2309224,Big Bad Wolves,US,movie,Big Bad Wolves,2013,110,6.8,16210,Drama,Horror,Thriller
2691728,tt2309260,The Gallows,US,movie,The Gallows,2015,81,4.3,20131,Horror,Mystery,Thriller
2691945,tt2309764,Singham Returns,US,movie,Singham Returns,2014,142,5.7,8096,Action,Crime,Drama
2692003,tt2309788,The Gatekeepers,US,movie,The Gatekeepers,2012,101,7.6,5590,Documentary,History,War
2692094,tt2309961,Afflicted,US,movie,Afflicted,2013,85,6.3,23000,Horror,Mystery,Thriller
2692112,tt2309987,Hate Story,US,movie,Hate Story,2012,140,5.3,3575,Drama,Thriller,
2692166,tt2310109,Small Time,US,movie,Small Time,2014,104,6.0,1405,Drama,,
2692297,tt2310332,The Hobbit: The Battle of the Five Armies,US,movie,The Hobbit: The Battle of the Five Armies,2014,144,7.4,497489,Adventure,Fantasy,
2692508,tt2311530,Lost Angelas,US,movie,Lost Angelas,2019,88,5.8,2048,Mystery,Thriller,
2692630,tt2312184,All About the Money,US,movie,All About the Money,2017,90,5.5,4174,Action,Adventure,Comedy
2692636,tt2312262,Dick Figures: The Movie,US,movie,Dick Figures: The Movie,2013,73,6.8,1423,Action,Adventure,Animation
2692683,tt2312602,Reincarnated,US,movie,Reincarnated,2012,96,6.2,2472,Documentary,Music,
2692715,tt2312718,Homefront,US,movie,Homefront,2013,100,6.5,115919,Action,Crime,Thriller
2692765,tt2312890,Afternoon Delight,US,movie,Afternoon Delight,2013,98,5.7,10330,Comedy,Drama,
2692803,tt2313189,Casting Couch,US,movie,Casting Couch,2013,94,4.4,3062,Comedy,,
2692885,tt2313306,The Real Miyagi,US,movie,The Real Miyagi,2015,80,7.1,1025,Action,Biography,Documentary
2693007,tt2313780,12/12/12,US,movie,12/12/12,2012,86,1.9,1557,Horror,,
2693025,tt2313896,Beneath the Harvest Sky,US,movie,Beneath the Harvest Sky,2013,116,6.1,1031,Crime,Drama,Romance
2693200,tt2314824,Feed the Dog,US,movie,Behaving Badly,2014,97,4.4,11476,Comedy,Romance,
2693236,tt2314886,Breakout,US,movie,Breakout,2013,89,4.2,2822,Action,Crime,Drama
2693306,tt2315152,A Werewolf Boy,US,movie,Neuk-dae-so-nyeon,2012,122,7.3,7514,Drama,Fantasy,Romance
2693356,tt2315200,"Me, Myself and Mum",US,movie,"Les garçons et Guillaume, à table!",2013,85,6.7,7511,Comedy,,
2693382,tt2315226,The Great Passage,US,movie,Fune wo amu,2013,134,7.1,2459,Drama,,
2693505,tt2315558,The Hour of the Lynx,US,movie,I lossens time,2013,93,6.2,1449,Crime,Drama,
2693525,tt2315582,Una,US,movie,Una,2016,94,6.2,10328,Drama,,
2693565,tt2315596,Galveston,US,movie,Galveston,2018,91,6.2,13643,Action,Crime,Drama
2693587,tt2315628,For Those in Peril,US,movie,For Those in Peril,2013,92,6.4,1122,Drama,,
2693774,tt2316204,Alien: Paradise Lost,US,movie,Alien: Covenant,2017,122,6.4,267577,Horror,Sci-Fi,Thriller
2693881,tt2316411,Enemy,US,movie,Enemy,2013,91,6.9,181381,Drama,Mystery,Thriller
2693952,tt2316479,Blue Iguana,US,movie,Blue Iguana,2018,100,5.6,2777,Action,Comedy,Crime
2694169,tt2316801,Beauty and the Beast,US,movie,La belle et la bête,2014,112,6.4,20454,Drama,Family,Fantasy
2694215,tt2316868,The Better Angels,US,movie,The Better Angels,2014,95,6.1,1359,Biography,Drama,History
2694425,tt2317225,The Machine,US,movie,The Machine,2013,91,6.1,30831,Action,Drama,Sci-Fi
2694485,tt2317337,Vicky Donor,US,movie,Vicky Donor,2012,126,7.8,41737,Comedy,Romance,
2694647,tt2317524,12 Rounds II,US,movie,12 Rounds 2: Reloaded,2013,95,5.3,5536,Action,Adventure,Thriller
2694797,tt2318092,Endless Love,US,movie,Endless Love,2014,104,6.3,42901,Drama,Romance,
2694891,tt2318405,White Tiger,US,movie,Belyy tigr,2012,104,6.1,4072,Action,Adventure,Fantasy
2694994,tt2318527,Hell Baby,US,movie,Hell Baby,2013,98,4.9,9265,Comedy,Horror,
2695076,tt2318625,Out in the Dark,US,movie,Out in the Dark,2012,96,7.5,8208,Crime,Drama,Romance
2695205,tt2318701,The Final Member,US,movie,The Final Member,2012,75,6.5,1222,Comedy,Documentary,Drama
2695454,tt2319580,The Grand Seduction,US,movie,The Grand Seduction,2013,113,7.0,16897,Comedy,,
2695495,tt2319739,41,US,movie,41,2012,80,6.3,2097,Drama,Sci-Fi,
2695503,tt2319760,Gf*Bf,US,movie,Girlfriend Boyfriend,2012,106,7.0,1912,Drama,Romance,
2695582,tt2319889,Heaven 2,US,movie,Jannat 2,2012,150,6.2,5522,Crime,Drama,Thriller
2695688,tt2320073,A Viking Saga: The Darkest Day,US,movie,A Viking Saga: The Darkest Day,2013,88,4.1,1349,Action,Adventure,Thriller
2696016,tt2320968,Back on Track,US,movie,Sein letztes Rennen,2013,114,7.2,2273,Comedy,Drama,Sport
2696187,tt2321341,House of Bodies,US,movie,House of Bodies,2013,79,5.0,6198,Crime,Drama,Thriller
2696229,tt2321405,My Life as a Zucchini,US,movie,Ma vie de Courgette,2016,66,7.8,23620,Animation,Comedy,Drama
2696340,tt2321502,Uncanny,US,movie,Uncanny,2015,85,6.2,5544,Drama,Horror,Sci-Fi
2696355,tt2321517,The Spy,US,movie,Shpion,2012,108,5.4,1235,Action,Drama,Thriller
2696410,tt2321549,The Babadook,US,movie,The Babadook,2014,94,6.8,210101,Drama,Horror,Mystery
2696727,tt2322420,Dabbe: Demon Possession,US,movie,Dabbe: Bir Cin Vakasi,2012,119,5.8,3789,Horror,,
2696744,tt2322441,Max & Banks,US,movie,Fifty Shades of Grey,2015,125,4.1,307933,Drama,Romance,Thriller
2696857,tt2322517,Mojave,US,movie,Mojave,2015,93,5.2,4762,Drama,Thriller,
2696938,tt2322641,The Turning,US,movie,The Turning,2013,180,5.9,1399,Drama,,
2697120,tt2323551,Hungry for Change,US,movie,Hungry for Change,2012,89,7.5,3161,Documentary,,
2697220,tt2323836,Anohana the Movie: The Flower We Saw that Day,US,movie,Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,2013,99,7.4,2185,Adventure,Animation,Drama
2697366,tt2324384,The Vow,US,movie,A nagy füzet,2013,112,7.0,3057,Drama,War,
2697602,tt2325002,Freezer,US,movie,Freezer,2014,83,5.2,3368,Action,Thriller,
2697695,tt2325517,Almost Human,US,movie,Almost Human,2013,80,4.7,3195,Horror,Sci-Fi,Thriller
2697705,tt2325518,Beneath,US,movie,Beneath,2013,90,3.5,4377,Horror,Sci-Fi,Thriller
2697808,tt2325717,Partly Sunny,US,movie,Heiter bis wolkig,2012,100,6.7,1383,Comedy,Drama,Romance
2697834,tt2325741,In the Fog,US,movie,V tumane,2012,127,6.8,3079,Drama,History,War
2697891,tt2325833,Liz in September,US,movie,Liz en Septiembre,2014,100,5.9,1300,Drama,Romance,
2697960,tt2325853,Matt's Chance,US,movie,Matt's Chance,2013,95,7.6,4311,Biography,Comedy,Drama
2698045,tt2325977,Strangerland,US,movie,Strangerland,2015,112,5.2,9273,Drama,Mystery,Thriller
2698164,tt2326107,Youth,US,movie,Youth,2002,170,6.5,1413,Drama,Romance,
2698256,tt2326554,A Girl Walks Home Alone at Night,US,movie,A Girl Walks Home Alone at Night,2014,101,7.0,33834,Drama,Horror,Romance
2698273,tt2326574,The Identical,US,movie,The Identical,2014,107,5.2,2695,Drama,Music,
2698282,tt2326612,Queen of the Night,US,movie,The Captive,2014,112,5.9,32400,Crime,Drama,Mystery
2698415,tt2327243,Clubhouse,US,movie,Clubhouse,2013,96,6.7,2146,Comedy,Crime,Drama
2698533,tt2327430,Liv & Ingmar,US,movie,Liv & Ingmar,2012,89,7.4,1663,Documentary,,
2698797,tt2328503,As One,US,movie,Ko-ri-a,2012,127,7.1,1157,Drama,Sport,
2698805,tt2328505,Asura,US,movie,Ashura,2012,76,6.6,1190,Action,Animation,Drama
2698840,tt2328549,Dark Touch,US,movie,Dark Touch,2013,90,4.8,4217,Horror,,
